id,user_id,active,page_name,last_activity_at,created_at,updated_at
423798,187,False,Recognize,2025-01-30 14:03:52.742841,2025-01-30 13:35:52.742841,2025-01-30 14:21:52.742841
218174,145,False,Recognize,2025-01-30 16:29:15.879972,2025-01-30 15:59:15.879972,2025-01-30 16:35:15.879972
869956,88,False,Happen,2025-01-30 12:46:43.832806,2025-01-30 12:06:43.832806,2025-01-30 12:50:43.832806
509132,149,False,Police,2025-01-30 10:40:54.712300,2025-01-30 10:20:54.712300,2025-01-30 11:06:54.712300
568172,138,True,Recognize,2025-01-30 08:04:38.981591,2025-01-30 07:41:38.981591,2025-01-30 08:29:38.981591
228016,45,False,Mrs,2025-01-30 15:40:09.736201,2025-01-30 14:42:09.736201,2025-01-30 15:45:09.736201
578096,117,False,Force,2025-01-30 04:30:43.776714,2025-01-30 04:06:43.776714,2025-01-30 04:40:43.776714
132978,85,True,Color,2025-01-29 20:36:17.459688,2025-01-29 20:29:17.459688,2025-01-29 20:45:17.459688
605614,88,False,Allow,2025-01-30 02:03:21.443888,2025-01-30 01:28:21.443888,2025-01-30 02:29:21.443888
65580,43,False,Manage,2025-01-29 22:52:21.940646,2025-01-29 22:33:21.940646,2025-01-29 23:17:21.940646
402984,110,True,She,2025-01-30 16:06:24.441394,2025-01-30 16:05:24.441394,2025-01-30 16:22:24.441394
325876,88,False,Simple,2025-01-30 10:39:59.928331,2025-01-30 10:33:59.928331,2025-01-30 11:03:59.928331
172997,114,False,Floor,2025-01-30 09:21:09.950323,2025-01-30 08:57:09.950323,2025-01-30 09:38:09.950323
491970,23,True,Mrs,2025-01-30 17:20:26.778979,2025-01-30 16:26:26.778979,2025-01-30 17:32:26.778979
315507,20,False,Why,2025-01-30 04:58:34.284047,2025-01-30 04:43:34.284047,2025-01-30 05:18:34.284047
722639,183,False,Free,2025-01-30 16:24:58.827257,2025-01-30 15:59:58.827257,2025-01-30 16:30:58.827257
232881,38,True,Other,2025-01-30 00:37:23.813582,2025-01-30 00:35:23.813582,2025-01-30 01:04:23.813582
241742,53,False,Create,2025-01-30 08:26:22.673380,2025-01-30 08:20:22.673380,2025-01-30 08:54:22.673380
849066,29,False,Manage,2025-01-29 23:51:30.927130,2025-01-29 23:02:30.927130,2025-01-30 00:21:30.927130
814286,147,False,Manage,2025-01-30 01:41:43.363662,2025-01-30 01:16:43.363662,2025-01-30 02:02:43.363662
98650,35,False,Brother,2025-01-30 00:09:22.139409,2025-01-29 23:21:22.139409,2025-01-30 00:23:22.139409
948250,100,True,Brother,2025-01-30 03:40:04.279923,2025-01-30 03:06:04.279923,2025-01-30 04:03:04.279923
460400,5,False,Brother,2025-01-30 07:12:45.548175,2025-01-30 06:13:45.548175,2025-01-30 07:13:45.548175
787419,102,False,Why,2025-01-30 05:25:36.900409,2025-01-30 05:19:36.900409,2025-01-30 05:26:36.900409
152610,158,True,Recognize,2025-01-30 17:33:59.457877,2025-01-30 16:57:59.457877,2025-01-30 17:56:59.457877
213895,101,False,She,2025-01-30 02:38:24.905691,2025-01-30 02:21:24.905691,2025-01-30 02:45:24.905691
638889,133,False,Why,2025-01-30 06:12:04.581994,2025-01-30 06:02:04.581994,2025-01-30 06:32:04.581994
422409,94,False,Any,2025-01-30 08:14:14.268529,2025-01-30 07:43:14.268529,2025-01-30 08:35:14.268529
765130,134,True,Mrs,2025-01-30 15:52:13.602144,2025-01-30 15:34:13.602144,2025-01-30 16:19:13.602144
907355,136,True,Free,2025-01-30 09:45:22.469094,2025-01-30 08:50:22.469094,2025-01-30 09:50:22.469094
337052,134,True,Simple,2025-01-30 13:40:26.181976,2025-01-30 13:33:26.181976,2025-01-30 13:53:26.181976
186112,115,False,Police,2025-01-30 09:48:22.852587,2025-01-30 09:27:22.852587,2025-01-30 10:06:22.852587
870988,136,False,Manage,2025-01-30 07:22:09.723460,2025-01-30 07:00:09.723460,2025-01-30 07:47:09.723460
451980,28,False,Manage,2025-01-30 17:28:54.162221,2025-01-30 17:04:54.162221,2025-01-30 17:50:54.162221
932893,152,False,Police,2025-01-30 01:10:28.479307,2025-01-30 01:07:28.479307,2025-01-30 01:40:28.479307
467301,199,True,Free,2025-01-29 19:47:26.940326,2025-01-29 19:22:26.940326,2025-01-29 20:15:26.940326
403481,183,False,Force,2025-01-30 11:26:01.478540,2025-01-30 10:33:01.478540,2025-01-30 11:31:01.478540
234836,106,False,Story,2025-01-30 09:42:41.842898,2025-01-30 09:41:41.842898,2025-01-30 10:05:41.842898
113105,74,False,Why,2025-01-30 04:46:32.631611,2025-01-30 04:18:32.631611,2025-01-30 05:09:32.631611
731559,70,True,Simple,2025-01-30 00:09:40.284398,2025-01-29 23:48:40.284398,2025-01-30 00:27:40.284398
40079,6,False,She,2025-01-30 04:18:16.338388,2025-01-30 03:27:16.338388,2025-01-30 04:31:16.338388
573058,173,False,Brother,2025-01-30 02:58:37.226572,2025-01-30 01:59:37.226572,2025-01-30 03:26:37.226572
343656,166,False,Simple,2025-01-30 09:21:02.983811,2025-01-30 09:06:02.983811,2025-01-30 09:22:02.983811
683176,17,False,Happen,2025-01-29 19:32:32.101825,2025-01-29 19:05:32.101825,2025-01-29 19:38:32.101825
62922,151,False,She,2025-01-30 12:21:08.107499,2025-01-30 12:06:08.107499,2025-01-30 12:29:08.107499
351536,38,False,Story,2025-01-30 13:11:56.542724,2025-01-30 12:16:56.542724,2025-01-30 13:27:56.542724
617022,81,False,Create,2025-01-30 05:37:05.231778,2025-01-30 04:54:05.231778,2025-01-30 05:51:05.231778
160560,53,True,Happen,2025-01-29 23:49:47.875663,2025-01-29 23:30:47.875663,2025-01-30 00:10:47.875663
267115,147,False,Brother,2025-01-30 14:50:25.618391,2025-01-30 14:40:25.618391,2025-01-30 15:09:25.618391
725396,25,False,Story,2025-01-30 05:11:05.890606,2025-01-30 05:07:05.890606,2025-01-30 05:21:05.890606
198801,192,False,She,2025-01-30 08:24:45.841413,2025-01-30 08:10:45.841413,2025-01-30 08:34:45.841413
441926,96,False,Training,2025-01-30 14:53:10.437580,2025-01-30 13:53:10.437580,2025-01-30 15:21:10.437580
875321,48,False,Almost,2025-01-30 08:41:55.469330,2025-01-30 07:52:55.469330,2025-01-30 09:10:55.469330
462023,23,False,Other,2025-01-30 14:24:12.399698,2025-01-30 14:04:12.399698,2025-01-30 14:37:12.399698
733036,137,False,Brother,2025-01-30 03:20:28.648165,2025-01-30 03:13:28.648165,2025-01-30 03:31:28.648165
955236,59,False,Brother,2025-01-30 03:02:54.700952,2025-01-30 02:57:54.700952,2025-01-30 03:18:54.700952
496228,17,True,Color,2025-01-30 17:48:05.985173,2025-01-30 17:17:05.985173,2025-01-30 18:17:05.985173
640921,71,False,Story,2025-01-30 07:42:53.904980,2025-01-30 06:58:53.904980,2025-01-30 08:00:53.904980
578938,51,False,Force,2025-01-30 08:29:39.315995,2025-01-30 08:28:39.315995,2025-01-30 08:51:39.315995
671143,79,True,Story,2025-01-29 19:20:26.170603,2025-01-29 19:16:26.170603,2025-01-29 19:47:26.170603
874083,156,False,Color,2025-01-30 04:45:02.001656,2025-01-30 04:13:02.001656,2025-01-30 04:52:02.001656
863143,81,False,Mrs,2025-01-29 19:57:14.263475,2025-01-29 19:39:14.263475,2025-01-29 20:23:14.263475
717039,135,False,Happen,2025-01-29 18:47:19.577215,2025-01-29 18:35:19.577215,2025-01-29 18:48:19.577215
183124,96,False,Story,2025-01-29 19:22:42.485762,2025-01-29 18:23:42.485762,2025-01-29 19:36:42.485762
492123,11,True,She,2025-01-30 03:46:45.310168,2025-01-30 03:22:45.310168,2025-01-30 03:59:45.310168
634570,172,False,Free,2025-01-30 04:49:01.180075,2025-01-30 04:35:01.180075,2025-01-30 05:10:01.180075
113261,136,False,Simple,2025-01-30 18:54:53.998651,2025-01-30 18:11:53.998651,2025-01-30 19:24:53.998651
930387,68,False,Floor,2025-01-30 15:14:12.689652,2025-01-30 14:39:12.689652,2025-01-30 15:16:12.689652
748754,186,False,Any,2025-01-30 14:58:51.785724,2025-01-30 14:52:51.785724,2025-01-30 15:01:51.785724
472766,47,True,Brother,2025-01-30 16:35:44.096003,2025-01-30 16:31:44.096003,2025-01-30 17:01:44.096003
945748,99,False,She,2025-01-30 18:02:35.530266,2025-01-30 17:33:35.530266,2025-01-30 18:19:35.530266
914780,27,False,Happen,2025-01-29 22:52:21.629205,2025-01-29 22:36:21.629205,2025-01-29 22:57:21.629205
669380,195,False,She,2025-01-30 11:01:37.246851,2025-01-30 10:52:37.246851,2025-01-30 11:13:37.246851
486535,39,False,Story,2025-01-30 10:56:44.847867,2025-01-30 10:39:44.847867,2025-01-30 11:07:44.847867
15005,198,True,Story,2025-01-29 21:47:55.091408,2025-01-29 21:42:55.091408,2025-01-29 21:59:55.091408
