id,user_id,active,page_name,last_activity_at,created_at,updated_at
814730,107,False,Story,2025-01-30 13:33:34.743450,2025-01-30 13:24:34.743450,2025-01-30 13:52:34.743450
135571,199,False,Create,2025-01-30 13:11:47.115906,2025-01-30 12:43:47.115906,2025-01-30 13:19:47.115906
123261,104,False,Manage,2025-01-29 23:28:05.851477,2025-01-29 23:22:05.851477,2025-01-29 23:42:05.851477
38197,47,False,Why,2025-01-30 15:03:32.555970,2025-01-30 14:12:32.555970,2025-01-30 15:14:32.555970
949981,193,False,Any,2025-01-29 23:42:12.322469,2025-01-29 23:24:12.322469,2025-01-30 00:07:12.322469
811248,52,False,Color,2025-01-29 22:00:50.062949,2025-01-29 21:19:50.062949,2025-01-29 22:30:50.062949
356991,143,True,Story,2025-01-30 06:48:41.463308,2025-01-30 06:00:41.463308,2025-01-30 06:59:41.463308
550402,184,False,Other,2025-01-30 14:02:52.125588,2025-01-30 13:06:52.125588,2025-01-30 14:03:52.125588
273706,188,True,Allow,2025-01-30 16:49:20.950723,2025-01-30 15:56:20.950723,2025-01-30 17:11:20.950723
130397,108,False,Floor,2025-01-30 12:19:10.748160,2025-01-30 12:13:10.748160,2025-01-30 12:37:10.748160
539258,31,False,Recognize,2025-01-30 17:36:37.544126,2025-01-30 17:21:37.544126,2025-01-30 18:00:37.544126
584604,37,False,Simple,2025-01-29 22:11:36.956712,2025-01-29 21:21:36.956712,2025-01-29 22:15:36.956712
800982,126,True,Floor,2025-01-30 01:38:49.234156,2025-01-30 01:03:49.234156,2025-01-30 02:04:49.234156
129860,48,False,Almost,2025-01-30 11:58:12.629795,2025-01-30 11:01:12.629795,2025-01-30 12:14:12.629795
996014,58,False,Create,2025-01-30 08:32:59.401503,2025-01-30 07:36:59.401503,2025-01-30 08:52:59.401503
720723,76,True,Free,2025-01-30 16:15:37.028891,2025-01-30 16:06:37.028891,2025-01-30 16:23:37.028891
848840,158,False,Training,2025-01-30 09:50:50.868892,2025-01-30 09:46:50.868892,2025-01-30 09:51:50.868892
518583,15,False,Create,2025-01-30 00:01:26.336104,2025-01-29 23:12:26.336104,2025-01-30 00:09:26.336104
530392,142,False,Why,2025-01-29 23:24:28.084109,2025-01-29 23:10:28.084109,2025-01-29 23:32:28.084109
663774,41,True,Create,2025-01-29 22:35:54.050152,2025-01-29 22:24:54.050152,2025-01-29 22:42:54.050152
565967,56,False,Recognize,2025-01-30 07:40:27.096525,2025-01-30 07:19:27.096525,2025-01-30 08:04:27.096525
919380,61,False,Floor,2025-01-30 07:40:42.580624,2025-01-30 07:32:42.580624,2025-01-30 08:05:42.580624
386012,21,False,Brother,2025-01-29 22:50:09.786345,2025-01-29 21:58:09.786345,2025-01-29 23:19:09.786345
899736,57,False,Create,2025-01-30 06:26:27.932578,2025-01-30 06:24:27.932578,2025-01-30 06:51:27.932578
967841,157,False,Police,2025-01-30 08:32:47.528611,2025-01-30 07:36:47.528611,2025-01-30 08:40:47.528611
906302,141,True,Manage,2025-01-30 10:27:16.889460,2025-01-30 09:47:16.889460,2025-01-30 10:30:16.889460
429825,152,False,Floor,2025-01-29 21:16:36.706988,2025-01-29 20:59:36.706988,2025-01-29 21:25:36.706988
395719,163,False,Almost,2025-01-30 05:01:09.461604,2025-01-30 04:59:09.461604,2025-01-30 05:15:09.461604
613613,114,False,Police,2025-01-30 15:38:16.237204,2025-01-30 14:54:16.237204,2025-01-30 16:06:16.237204
465982,123,True,Story,2025-01-30 02:46:45.237603,2025-01-30 02:24:45.237603,2025-01-30 03:14:45.237603
598486,79,False,Training,2025-01-30 17:31:59.726241,2025-01-30 17:04:59.726241,2025-01-30 17:39:59.726241
414727,42,True,Force,2025-01-29 20:04:05.172608,2025-01-29 19:35:05.172608,2025-01-29 20:21:05.172608
346313,46,False,Story,2025-01-30 03:41:08.367245,2025-01-30 03:35:08.367245,2025-01-30 03:55:08.367245
734439,137,False,Training,2025-01-30 08:46:30.177063,2025-01-30 08:45:30.177063,2025-01-30 09:09:30.177063
278705,49,False,Why,2025-01-30 08:55:32.748333,2025-01-30 08:25:32.748333,2025-01-30 09:18:32.748333
509804,135,False,Allow,2025-01-29 21:11:52.688006,2025-01-29 20:23:52.688006,2025-01-29 21:37:52.688006
689250,157,False,Recognize,2025-01-30 02:14:58.834372,2025-01-30 01:42:58.834372,2025-01-30 02:35:58.834372
62992,46,True,Force,2025-01-29 21:22:24.838752,2025-01-29 20:57:24.838752,2025-01-29 21:50:24.838752
815855,165,False,Training,2025-01-30 12:49:31.037974,2025-01-30 12:08:31.037974,2025-01-30 13:00:31.037974
460639,132,False,Training,2025-01-29 21:05:35.411733,2025-01-29 20:45:35.411733,2025-01-29 21:08:35.411733
958101,86,False,Happen,2025-01-30 02:02:32.245403,2025-01-30 01:34:32.245403,2025-01-30 02:32:32.245403
736095,195,False,Training,2025-01-30 15:07:30.858868,2025-01-30 15:00:30.858868,2025-01-30 15:14:30.858868
234150,2,False,Any,2025-01-30 10:34:58.031888,2025-01-30 09:43:58.031888,2025-01-30 10:44:58.031888
660307,157,True,Mrs,2025-01-30 09:36:01.579604,2025-01-30 09:13:01.579604,2025-01-30 09:59:01.579604
687951,10,False,Force,2025-01-30 16:58:05.690148,2025-01-30 16:30:05.690148,2025-01-30 17:22:05.690148
238718,133,False,Free,2025-01-30 02:14:46.177233,2025-01-30 01:31:46.177233,2025-01-30 02:24:46.177233
162428,144,False,She,2025-01-30 06:39:18.315956,2025-01-30 06:01:18.315956,2025-01-30 06:57:18.315956
930191,132,False,Training,2025-01-30 11:06:13.443609,2025-01-30 10:37:13.443609,2025-01-30 11:36:13.443609
728377,102,False,Recognize,2025-01-30 19:10:34.285196,2025-01-30 18:12:34.285196,2025-01-30 19:15:34.285196
133890,121,False,Training,2025-01-30 16:52:23.935563,2025-01-30 16:27:23.935563,2025-01-30 17:07:23.935563
734313,119,False,Almost,2025-01-30 16:15:47.402326,2025-01-30 15:58:47.402326,2025-01-30 16:29:47.402326
316110,51,False,Force,2025-01-30 11:05:21.274644,2025-01-30 10:05:21.274644,2025-01-30 11:18:21.274644
284402,16,False,Other,2025-01-30 03:19:29.709482,2025-01-30 02:52:29.709482,2025-01-30 03:45:29.709482
583367,122,False,Mrs,2025-01-30 00:36:11.595189,2025-01-29 23:48:11.595189,2025-01-30 00:57:11.595189
161577,67,False,Brother,2025-01-30 15:50:10.857703,2025-01-30 15:46:10.857703,2025-01-30 16:19:10.857703
468116,4,False,Almost,2025-01-30 09:47:43.392542,2025-01-30 09:14:43.392542,2025-01-30 09:55:43.392542
151389,31,False,She,2025-01-29 22:02:32.882265,2025-01-29 22:01:32.882265,2025-01-29 22:27:32.882265
889848,71,False,Create,2025-01-30 12:23:59.847422,2025-01-30 12:20:59.847422,2025-01-30 12:32:59.847422
186426,100,False,Color,2025-01-29 20:18:10.686641,2025-01-29 19:26:10.686641,2025-01-29 20:45:10.686641
738177,129,False,Happen,2025-01-29 20:25:28.082535,2025-01-29 19:49:28.082535,2025-01-29 20:42:28.082535
